;App_id;Review;Tag
0;1118200;Overwhelmingly Positive;['Sandbox', 'Physics', 'Gore', 'Violent', 'Blood', 'Moddable', '2D', 'Singleplayer', 'Destruction', 'Simulation', 'Funny', 'Building', 'Pixel Graphics', 'Psychological Horror', 'Indie', 'Casual', 'Action', 'Horror', 'Comedy', 'Choose Your Own Adventure']
1;646570;Overwhelmingly Positive;['Roguelike Deckbuilder', 'Card Game', 'Card Battler', 'Roguelike', 'Deckbuilding', 'Turn-Based', 'Strategy', 'Singleplayer', 'Roguelite', 'Replay Value', 'Indie', 'Difficult', 'Dungeon Crawler', 'RPG', 'Mouse only', 'Great Soundtrack', '2D', 'Procedural Generation', 'Fantasy', 'Casual']
2;1055540;Overwhelmingly Positive;['Adventure', 'Exploration', 'Indie', 'Cute', 'Relaxing', 'Pixel Graphics', 'Nature', 'Great Soundtrack', 'Casual', 'Singleplayer', 'Open World', '3D Platformer', 'Short', 'Family Friendly', 'Beautiful', 'Funny', 'Flight', 'Walking Simulator', 'Female Protagonist', 'Third Person']
3;460950;Overwhelmingly Positive;['Pixel Graphics', 'Action', 'Great Soundtrack', 'Story Rich', 'Platformer', 'Cyberpunk', '2D Platformer', 'Indie', '2D', 'Hack and Slash', 'Fast-Paced', 'Violent', 'Difficult', 'Singleplayer', 'Time Manipulation', 'Ninja', 'Gore', 'Retro', 'Noir', 'Sci-fi']
4;883710;Overwhelmingly Positive;['Zombies', 'Survival Horror', 'Horror', 'Remake', 'Singleplayer', 'Third Person', 'Gore', 'Action', 'Atmospheric', 'Puzzle', 'Violent', 'Story Rich', 'Survival', 'Classic', 'Multiplayer', 'Female Protagonist', 'Dark', 'Adventure', 'Shooter', 'Difficult']
5;1170880;Overwhelmingly Positive;['Free to Play', 'Pixel Graphics', 'RPG', 'Indie', 'Singleplayer', 'Story Rich', 'Adventure', 'Cute', 'Multiple Endings', 'RPGMaker', 'Turn-Based', 'Female Protagonist', 'Great Soundtrack', '2D', 'Emotional', 'Short', 'JRPG', 'Turn-Based Combat', 'Atmospheric', 'Horror']
6;736260;Overwhelmingly Positive;['Puzzle', 'Indie', 'Difficult', 'Singleplayer', 'Pixel Graphics', 'Logic', 'Cute', '2D', 'Programming', 'Sokoban', 'Great Soundtrack', 'Minimalist', 'Casual', 'Level Editor', 'Top-Down', 'Retro', 'Atmospheric', 'Strategy', 'Funny', 'Souls-like']
7;787480;Overwhelmingly Positive;['Detective', 'Visual Novel', 'Story Rich', 'Mystery', 'Great Soundtrack', 'Anime', 'Adventure', 'Singleplayer', 'Puzzle', 'Crime', 'Point & Click', 'Funny', 'Classic', 'Cult Classic', 'Comedy', '2D', 'Conversation', 'Memes', 'Dynamic Narration', 'Casual']
8;457140;Overwhelmingly Positive;['Colony Sim', 'Base Building', 'Survival', 'Resource Management', 'Building', 'Singleplayer', 'Management', 'Simulation', '2D', 'Sandbox', 'Strategy', 'Space', 'Indie', 'Sci-fi', 'Exploration', 'Difficult', 'Open World', 'Adventure', 'Multiplayer', 'Space Sim']
9;1070710;Very Positive;['Emotional', 'Relaxing', 'Cozy', 'Wholesome', 'Multiplayer', 'Experience', 'Atmospheric', 'Cute', 'Casual', 'Music', 'Indie', 'Experimental', 'Asynchronous Multiplayer', 'Colorful', 'Psychological', 'LGBTQ+', 'Memes', '3D', 'Stylized', 'Funny']
10;1093910;Overwhelmingly Positive;['RPG', 'Adventure', 'Indie', 'Pixel Graphics', 'RPGMaker', 'Horror', 'Story Rich', 'Female Protagonist', 'Anime', 'Atmospheric', 'Visual Novel', 'Singleplayer', 'Puzzle', 'Psychological Horror', '2D']
11;851100;Very Positive;"['Metroidvania', 'Female Protagonist', 'Bullet Hell', 'Faith', 'Side Scroller', 'Exploration', 'Platformer', 'Time Manipulation', '2D', ""Beat 'em up"", 'Action-Adventure', 'Pixel Graphics', 'Cute', 'Anime', 'Controller', 'Action', 'Singleplayer', 'Adventure', 'Indie', 'Great Soundtrack']"
12;1067310;Very Positive;['Free to Play', 'Puzzle', 'Puzzle Platformer', 'First-Person', 'Indie', 'Singleplayer', 'Adventure', 'Funny', '3D Platformer', 'Sci-fi', 'Comedy', 'Space', 'Short', 'Parkour', 'Dark Humor', 'Platformer', '3D']
13;942970;Very Positive;['Detective', 'Puzzle', 'Indie', 'Mystery', 'RPG', 'Simulation', 'Story Rich', 'Horror', 'Singleplayer', 'Atmospheric', 'Point & Click', '2D', 'Investigation', 'Top-Down', 'Short', 'Multiplayer', 'Crime']
14;620980;Very Positive;['VR', 'Rhythm', 'Music', 'Moddable', 'Fast-Paced', 'Indie', 'Singleplayer', 'First-Person', 'Difficult', 'Multiplayer', 'Swordplay', 'Action', 'Sports', 'Futuristic', 'Casual', 'Music-Based Procedural Generation', 'Games Workshop', 'Early Access', 'PvP', 'Great Soundtrack']
15;1044620;Very Positive;['Visual Novel', 'Anime', 'Casual', 'Adventure', 'Story Rich', 'Romance', 'Dating Sim', 'Mature', 'Hentai', 'Sports', 'Great Soundtrack', 'Singleplayer', 'NSFW', 'Cute']
16;814380;Overwhelmingly Positive;['Souls-like', 'Difficult', 'Action', 'Singleplayer', 'Ninja', 'Stealth', 'Adventure', 'Third Person', 'Open World', 'Story Rich', 'Violent', 'Atmospheric', 'Assassin', 'Dark Fantasy', 'Hack and Slash', 'RPG', 'Great Soundtrack', 'Gore', 'Dark', 'Rhythm']
17;601150;Overwhelmingly Positive;['Action', 'Hack and Slash', 'Great Soundtrack', 'Character Action Game', 'Demons', 'Spectacle fighter', 'Third Person', 'Singleplayer', 'Violent', 'Stylized', 'Nudity', 'Story Rich', 'Classic', 'Gore', 'Difficult', 'Multiplayer', 'Controller', 'Adventure', 'Anime', 'Co-op']
18;601220;Very Positive;['Puzzle', 'Casual', 'Indie', 'Fast-Paced', '2D', 'Physics', 'Short', 'Relaxing', 'Minimalist', 'Puzzle Platformer', 'Point & Click', 'Mouse only', 'Singleplayer', 'Cute', 'Trading Card Game', 'Cyberpunk', 'Family Friendly', 'Atmospheric', 'PvE', 'Fighting']
19;1067850;Very Positive;['Adventure', 'Pixel Graphics', 'Violent', 'Gore', 'Funny', 'Indie', 'Puzzle', 'Singleplayer', 'Comedy', 'Dark Humor', '2D', 'Blood', 'RPG', 'Horror', 'Dark', 'Action', 'Story Rich', 'Choices Matter', 'Psychological Horror', 'Cute']
20;512900;Overwhelmingly Positive;['Roguelite', 'Action Roguelike', 'Pixel Graphics', 'RPG', 'Multiplayer', 'Action', 'Indie', 'Roguelike', 'Co-op', 'Adventure', 'Local Co-Op', 'Funny', 'Stealth', 'Online Co-Op', 'Great Soundtrack', '2D', 'Procedural Generation', 'Gore', 'Violent', 'Early Access']
21;926990;Overwhelmingly Positive;['Early Access', 'Life Sim', 'Survival', 'Co-op', 'Multiplayer', 'Open World', 'PvE', 'Online Co-Op', 'Nature', 'RPG', 'Realistic', 'Hunting', 'Education', 'Action', 'Exploration', 'Singleplayer', 'Simulation', 'Action RPG', 'Immersive Sim', 'Action-Adventure']
22;1122720;Very Positive;['Great Soundtrack', 'Rhythm', 'Music', 'Action', 'Casual', 'Beautiful', 'Female Protagonist', 'Arcade', 'Stylized', 'Colorful', 'Singleplayer', 'Short', 'Atmospheric', '3D', 'Indie', 'LGBTQ+', 'Story Rich', 'Adventure', 'Action-Adventure', 'Fantasy']
23;1082710;Very Positive;['RPG', 'Indie', 'Adventure', 'Action', 'Turn-Based Combat', 'Great Soundtrack', 'Cute', 'Story Rich', 'Turn-Based', 'Singleplayer', 'JRPG', 'Comedy', '2D', 'Funny', 'Party-Based RPG', 'Colorful', '2.5D', 'Exploration']
24;557340;Very Positive;['Action', 'Indie', 'Shooter', 'Parkour', 'Violent', 'Bullet Time', 'Great Soundtrack', 'Gore', 'Singleplayer', 'Side Scroller', 'Platformer', 'Fast-Paced', 'Funny', 'Comedy', '2.5D', '2D', 'Blood', 'Physics', 'Controller', 'Multiplayer']
25;732690;Very Positive;['Horror', 'VR', 'Singleplayer', 'Survival Horror', 'Robots', 'First-Person', 'Action', 'Psychological Horror', 'Dark', 'Survival', 'Casual', 'Atmospheric', 'Difficult', 'Puzzle', 'Story Rich', 'Indie', 'Strategy', 'Funny', 'Adventure', 'Family Friendly']
26;812810;Very Positive;['Free to Play', 'Visual Novel', 'LGBTQ+', 'Choices Matter', 'Romance', 'Psychological Horror', 'Emotional', 'Female Protagonist', 'Indie', 'Psychological', 'Singleplayer', 'Story Rich', 'Great Soundtrack', 'Casual', 'Simulation', 'Horror', 'Memes', 'Atmospheric', 'Anime', 'Sexual Content']
27;1122750;Very Positive;['Free to Play', 'RPG', 'Indie', 'Adventure', 'Anime', 'RPGMaker', 'Story Rich', 'Pixel Graphics', 'Female Protagonist', 'Cute', 'Puzzle', 'Psychological Horror', '2D']
28;813780;Very Positive;['Strategy', 'RTS', 'City Builder', 'Multiplayer', 'Base Building', 'Historical', 'Medieval', 'Singleplayer', 'Resource Management', 'Classic', 'Tactical', 'Real-Time', 'Co-op', 'Remake', 'Isometric', 'Replay Value', '2D', 'Action', 'Adventure', 'Great Soundtrack']
29;1127400;Very Positive;['Base Building', 'Resource Management', 'Tower Defense', 'Strategy', 'Automation', 'Multiplayer', 'Sandbox', 'Building', 'Co-op', '2D', 'Pixel Graphics', 'Online Co-Op', 'RTS', 'Singleplayer', 'Indie', 'PvP', 'PvE', 'Survival', 'Management', 'Action']
30;943700;Very Positive;['Sexual Content', 'Nudity', 'Mature', 'Free to Play', 'NSFW', 'Hentai', 'Anime', '3D', 'Open World', 'Dating Sim', 'First-Person', 'Adventure', 'Singleplayer', 'Cute', 'Fantasy', 'Story Rich', 'Indie', 'Psychological Horror', 'FPS', 'VR']
31;1160490;Very Positive;['Simulation', 'Casual', 'Indie', 'Early Access', 'Crafting', 'Relaxing', 'Singleplayer', 'Realistic', 'Atmospheric']
32;992310;Overwhelmingly Positive;['Free to Play', 'Adventure', 'Indie', 'RPG', 'Pixel Graphics', 'Noir', 'Detective', 'Story Rich', 'Point & Click', 'Singleplayer', 'Atmospheric', 'Great Soundtrack', 'Dystopian', 'Cinematic', '2.5D', 'Mystery', 'Dark', 'Retro', '2D', 'Puzzle']
33;1069230;Very Positive;['Visual Novel', 'Sexual Content', 'Adventure', 'Anime', 'Casual', 'Mystery', 'Gore', 'Nudity', 'Violent', 'Psychological Horror', 'Hentai']
34;1147690;Very Positive;['Free to Play', 'Idler', 'Indie', 'Clicker', 'Adventure', 'Simulation', 'Funny', 'RPG', 'Singleplayer', 'Casual', 'Psychological Horror', 'Story Rich']
35;858210;Very Positive;"['Action Roguelike', 'Indie', 'Space', 'Roguelite', 'Arcade', 'Action', 'Shooter', 'Bullet Hell', ""Shoot 'Em Up"", 'Replay Value', 'Early Access', '2D', 'Arena Shooter', 'Great Soundtrack', 'Roguelike', 'Singleplayer', 'Retro', 'Action RPG', 'Colorful', 'Casual']"
36;844590;Very Positive;"[""1990's"", 'Simulation', 'Point & Click', 'Surreal', 'Retro', 'Alternate History', 'Detective', 'Great Soundtrack', 'Atmospheric', 'Funny', 'Indie', 'Puzzle', 'Singleplayer', 'Story Rich', 'Psychedelic', 'Interactive Fiction', 'Adventure', 'Mystery', 'Psychological', 'Fantasy']"
37;774171;Overwhelmingly Positive;['Music', 'Rhythm', 'Anime', 'Cute', 'Sexual Content', 'Female Protagonist', 'Casual', 'Great Soundtrack', 'Singleplayer', '2D', 'Indie', 'Action', 'Colorful', 'Difficult', 'Funny', 'Hentai', 'Arcade', 'Nudity', 'Beautiful', 'Mature']
38;1038740;Very Positive;['Visual Novel', 'Indie', 'Adventure', 'Casual', 'Anime', 'Sexual Content', 'Cute']
39;944020;Very Positive;['Indie', 'Casual', 'Adventure', 'Visual Novel', 'Anime', 'Romance', 'Nudity', 'Sexual Content']
40;1031480;Overwhelmingly Positive;"['Bullet Hell', 'Indie', 'Faith', ""Shoot 'Em Up"", 'Great Soundtrack', 'Anime', 'Female Protagonist', 'Difficult', 'Singleplayer', '2D']"
41;1064610;Very Positive;['Free to Play', 'Rhythm', 'Music', 'Great Soundtrack', 'Indie', '2D', 'Platformer', 'Singleplayer', 'Precision Platformer', 'Minimalist', 'Short', 'Difficult', 'Replay Value', 'Score Attack', 'Controller', 'Hidden Object', 'Casual', '2D Platformer']
42;980300;Overwhelmingly Positive;"['Action', 'Indie', ""Beat 'em up"", 'Casual', 'Fast-Paced', 'Martial Arts', '2D', 'Arcade', '2D Fighter', 'Mouse only', 'Gore', 'Singleplayer', 'Violent', 'Difficult', 'Great Soundtrack', 'Rhythm', 'Fighting', 'Funny']"
43;1103210;Very Positive;['Violent', 'Indie', 'Gore', 'Free to Play', 'Casual', 'Point & Click', 'Funny', 'Psychological Horror', '2D', 'Short']
44;1045520;Very Positive;['Sexual Content', 'Nudity', 'Mature', 'Visual Novel', 'NSFW', 'Story Rich', 'Choices Matter', 'Romance', 'Indie', 'Realistic', 'Violent', 'Multiple Endings', 'Singleplayer', 'Drama', 'Gore', 'Replay Value', 'Modern', 'Comedy', 'Funny', 'Episodic']
45;611760;Very Positive;['Adventure', 'Indie', 'Point & Click', 'Pixel Graphics', 'Post-apocalyptic', 'Singleplayer', 'Story Rich', 'Choices Matter', '2D', 'Great Soundtrack', 'Atmospheric', 'Sci-fi', 'Survival', 'Mystery', 'Puzzle', 'Strategy', 'Thriller', 'Replay Value', 'Retro']
46;986800;Very Positive;['Casual', 'Indie', 'Music', 'Rhythm', 'Multiplayer', '4 Player Local', 'Local Multiplayer', 'Electronic Music']
47;692850;Very Positive;['Metroidvania', 'RPG', 'Action', 'Female Protagonist', 'Adventure', 'Anime', 'Side Scroller', '2.5D', 'Platformer', 'Great Soundtrack', 'Dark Fantasy', 'Gothic', 'Exploration', 'Singleplayer', 'Crafting', '2D', 'Difficult', 'Nudity', 'Sexual Content', 'Indie']
48;1198320;Overwhelmingly Positive;['Casual', 'RPG', 'Indie', 'Female Protagonist', 'Pixel Graphics', 'Visual Novel', 'Otome', 'Anime', 'Free to Play']
49;927380;Overwhelmingly Positive;"['Action', 'Story Rich', 'RPG', ""Beat 'em up"", 'Sexual Content', 'Singleplayer', 'Adventure', 'Violent', 'Open World', 'Minigames', 'Crime', 'Great Soundtrack', 'Comedy', 'Third Person', 'Funny', 'Remake', 'Action RPG', 'Drama', 'JRPG', 'Anime']"
50;314650;Very Positive;['Early Access', 'Open World', 'Casual', 'Sandbox', 'Space', 'Space Sim', 'Education', 'Indie', 'Relaxing', 'Realistic', 'Atmospheric', 'Science', 'Simulation', 'Procedural Generation', 'VR', 'Singleplayer', 'Colorful', 'Exploration', 'Family Friendly', 'Sci-fi']
51;1033420;Very Positive;['Sexual Content', 'Visual Novel', 'Nudity', 'Anime', 'Casual', 'Violent', 'Action', 'Cute', 'Multiple Endings', 'Simulation', 'Choices Matter', 'Mystery', 'Episodic', 'Magic', 'Great Soundtrack', '2D']
52;1046030;Very Positive;['Relaxing', 'City Builder', 'Strategy', 'Building', 'Puzzle', 'Indie', 'Minimalist', 'Singleplayer', 'Beautiful', 'Colony Sim', 'Atmospheric', 'Colorful', 'Procedural Generation', 'Addictive', 'Score Attack', 'Replay Value', '3D', 'Top-Down', 'Turn-Based Strategy', 'Exploration']
53;813630;Very Positive;['Puzzle Platformer', 'Exploration', 'Metroidvania', 'Adventure', 'First-Person', 'Physics', 'Singleplayer', 'FPS', 'Puzzle', 'Open World', '3D Platformer', 'Collectathon', 'Cartoony', 'Shooter', 'Funny', 'Colorful', 'Platformer', 'Action-Adventure', 'Family Friendly', 'Action']
54;572890;Very Positive;['Indie', 'Casual', 'Adventure', 'Puzzle', 'Action', 'Cute', 'Co-op', 'Funny', 'Multiplayer', 'Platformer', '2D', 'Family Friendly', 'Local Co-Op', 'Great Soundtrack', 'Comedy', 'Singleplayer', 'Puzzle Platformer', 'Colorful', 'Dystopian', 'Exploration']
55;598980;Very Positive;['Life Sim', 'Arcade', 'Open World', 'Casual', 'Physics', 'Survival', 'First-Person', 'Simulation', 'Funny', 'Character Customization', 'Family Friendly', 'Realistic', 'Atmospheric', 'Gambling', 'Adventure', 'Singleplayer', 'Multiplayer', 'Indie', 'Early Access', 'Sandbox']
56;914710;Very Positive;['Adventure', 'Exploration', 'Action RPG', 'Hack and Slash', 'Character Customization', 'RPG', 'Action', '2D', 'Cute', 'Open World', 'Cats', 'Funny', 'Co-op', 'Local Co-Op', 'Cartoony', 'Dog', 'Loot', 'Fantasy', 'Cozy', 'Magic']
57;1058020;Very Positive;['Action', 'Classic', 'Multiplayer', 'FPS', 'Sci-fi', 'Third-Person Shooter', 'Singleplayer', 'Shooter', 'Space', 'First-Person', 'Great Soundtrack', 'Third Person', 'Co-op', 'Controller', 'Moddable']
58;621000;Overwhelmingly Positive;['Strategy', 'Indie', 'Programming', 'Robots', 'Pixel Graphics']
59;1010750;Very Positive;"['FPS', 'Classic', 'Gore', 'Retro', 'Violent', 'Blood', 'Horror', 'First-Person', 'Shooter', 'Action', ""1990's"", 'Cult Classic', 'Old School', 'Singleplayer', 'Pixel Graphics', '2.5D', 'Dark', 'Atmospheric', 'Co-op', 'Difficult']"
60;1018850;Very Positive;['Puzzle', 'Point & Click', 'Cute', '2D', 'First-Person', 'LGBTQ+', 'Funny', '3D', 'Horror', 'Psychological Horror', 'Surreal', 'Story Rich', 'Hand-drawn', 'Conversation', 'FMV', 'Linear', 'Multiple Endings', 'Comedy', 'Casual', 'Cartoony']
61;937580;Very Positive;"['Bullet Hell', 'Difficult', 'Great Soundtrack', 'Faith', 'Indie', 'Action', 'Female Protagonist', ""Shoot 'Em Up"", 'Psychological Horror', 'Singleplayer', 'Anime', 'Arcade', 'Shooter', '2D', 'Cute', 'Lore-Rich', 'Fantasy', 'Story Rich', 'Adventure', 'Souls-like']"
62;621060;Very Positive;['Simulation', 'Education', 'Immersive Sim', 'Building', 'Management', 'Sandbox', 'First-Person', '3D', 'Life Sim', 'Casual', 'Realistic', 'Relaxing', 'Singleplayer', 'Funny', 'Hardware', 'Puzzle', 'Modern', 'Inventory Management', 'Atmospheric', 'Indie']
63;977950;Very Positive;['Rhythm', 'Music', 'Difficult', 'Indie', 'Great Soundtrack', 'Singleplayer', 'Level Editor', '2D', 'Action', 'Psychological Horror', 'Casual', 'Games Workshop', 'Atmospheric', 'Souls-like', 'Co-op']
64;996580;Very Positive;['Adventure', '3D Platformer', 'Remake', 'Dragons', 'Action', 'Family Friendly', 'Classic', 'Singleplayer', 'Platformer', 'Cute', 'Colorful', 'Fantasy', 'Cult Classic', 'Collectathon', 'Casual', 'Great Soundtrack', 'Cartoony', 'Third Person', 'Atmospheric', 'Funny']
65;966320;Very Positive;['Indie', 'Point & Click', 'Cute', 'Funny', 'Cartoony', 'Great Soundtrack', 'Mystery', 'Singleplayer', 'Casual', 'Minigames', 'Comedy', '2D', 'Puzzle', 'Family Friendly', 'Adventure', 'Cartoon', 'LGBTQ+', 'Hand-drawn']
66;1058640;Very Positive;['Free to Play', 'Violent', 'Gore', 'Action', 'Indie', 'Singleplayer', 'Shooter', 'Top-Down', 'Top-Down Shooter', 'Level Editor', 'Isometric', 'Twin Stick Shooter', 'GameMaker', 'Difficult', 'Great Soundtrack']
67;1049280;Very Positive;['Hand-drawn', 'Short', 'Stylized', 'Funny', 'Cartoon', 'Replay Value', 'Singleplayer', 'Relaxing', '2D', 'Family Friendly', 'Nonlinear', 'Card Game', 'Point & Click', 'Comedy', 'Cute', 'Indie', 'Cartoony', 'Puzzle', 'Adventure', 'Casual']
68;801480;Very Positive;['Logic', 'Point & Click', 'Hidden Object', 'Exploration', 'Escape Room', 'Puzzle', 'Mystery', 'Controller', 'Detective', 'Singleplayer', 'Funny', 'Adventure', 'Female Protagonist', 'Story Rich', 'Family Friendly', 'Cozy', 'Wholesome', 'Investigation', 'Retro', 'Casual']
69;913550;Very Positive;['Action', 'Level Editor', 'Platformer', 'Action-Adventure', 'Adventure', 'Puzzle', 'Precision Platformer', 'Difficult', 'Funny', 'Psychological Horror', 'Indie', '2D Platformer', 'Pixel Graphics', 'Parkour', '2D', 'Singleplayer', 'Side Scroller', 'Multiplayer', 'Local Multiplayer', 'Runner']
70;752590;Very Positive;['Story Rich', 'Adventure', 'Female Protagonist', 'Stealth', 'Medieval', 'Atmospheric', 'Singleplayer', 'Action', 'Third Person', 'Dark', 'Horror', 'Historical', 'Great Soundtrack', 'Violent', 'Emotional', 'Survival', 'Puzzle', 'Dark Fantasy', 'Post-apocalyptic', 'Walking Simulator']
71;632470;Very Positive;['RPG', 'Story Rich', 'Choices Matter', 'Detective', 'Isometric', 'Atmospheric', 'Singleplayer', 'CRPG', 'Point & Click', 'Noir', 'Surreal', 'Adventure', 'Indie', 'Exploration', 'Visual Novel', 'Funny', 'Open World', 'Character Customization', 'Political', 'Sexual Content']
72;900270;Very Positive;['Adventure', 'Indie', 'Pixel Graphics', 'Multiple Endings', 'Comedy', '2D', 'Platformer', 'Dark Humor', 'Exploration', 'Singleplayer', 'Choose Your Own Adventure', 'Retro', 'Violent', 'Nonlinear', 'Puzzle Platformer', 'Metroidvania', 'Great Soundtrack', 'Choices Matter', 'Dark Comedy', 'Mystery Dungeon']
73;597760;Very Positive;['Puzzle', 'Exploration', '2D', 'Cute', 'Top-Down', 'Horror', 'Psychological Horror', 'Dark Humor', 'Cyberpunk', 'Choices Matter', 'Controller', 'Multiple Endings', 'Story Rich', 'Pixel Graphics', 'Anime', 'Stealth', 'Adventure', 'Survival Horror', 'Singleplayer', 'Blood']
74;673130;Very Positive;"['FPS', 'Retro', 'Dark Fantasy', 'Action', 'Shooter', 'Old School', 'Magic', 'First-Person', 'Singleplayer', 'Psychedelic', 'Surreal', 'Arena Shooter', 'Fantasy', 'Great Soundtrack', 'Beautiful', 'Atmospheric', ""1990's"", 'Colorful', 'Sci-fi', 'Soundtrack']"
75;1007040;Overwhelmingly Positive;['Action', 'Online Co-Op', 'Third-Person Shooter', 'Mechs', 'Co-op', 'Aliens', 'Shooter', 'Local Co-Op', 'Sci-fi', 'Split Screen', 'Multiplayer', 'Funny', 'Class-Based', 'Anime', 'Singleplayer', 'Difficult', 'Third Person', 'Hack and Slash', 'Comedy', 'Tower Defense']
